miRNA,SRR18856083,SRR18856084,SRR18856085,SRR18856086,SRR18856087,SRR18856088,SRR18856089,SRR18856090,SRR18856091,SRR18856092,SRR18856093,SRR18856094,SRR18856095,SRR18856096,SRR18856097,SRR18856098,SRR18856099,SRR18856100,SRR18856101,SRR18856102,SRR18856103,SRR18856104,SRR18856105,SRR18856106,SRR18856107,SRR18856108,SRR18856109,SRR18856110,SRR18856111,SRR18856112,SRR18856113,SRR18856114,SRR18856115,SRR18856116,SRR18856117,SRR18856118,SRR18856119,SRR18856120,SRR18856121,SRR18856122,SRR18856123,SRR18856124,SRR18856125,SRR18856126,SRR18856127,SRR18856128,SRR18856129,SRR18856130
rno-let-7a-1-3p,79,47,26,159,6,14,6,22,14,8,26,237,7,47,209,143,17,32,11,25,11,14,22,11,39,28,44,92,58,32,9,18,10,16,9,24,10,21,47,11,9,8,18,13,12,16,13,24
rno-let-7a-2-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-let-7a-5p,2188,1332,2111,4868,16,8,237,32,60,40,85,9346,79,876,7728,3230,161,59,89,54,111,32,68,18,1497,116,1001,6094,892,90,114,21,32,18,24,67,53,1483,1297,41,22,7,11,10,35,18,12,49
rno-let-7b-3p,0,0,1,8,0,0,0,1,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
rno-let-7b-5p,976,488,786,2656,9,8,136,13,34,30,43,3434,34,338,3835,2280,93,46,84,23,50,24,45,15,496,17,404,4829,280,44,62,22,15,16,14,41,33,624,375,16,12,4,9,3,18,23,8,25
rno-let-7c-1-3p,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-let-7c-2-3p,79,47,26,159,6,14,6,22,14,8,26,237,7,47,208,143,17,32,11,25,11,14,22,11,39,28,44,92,58,32,9,18,10,16,9,24,10,21,47,11,9,8,18,13,12,16,13,24
rno-let-7c-5p,4323,2311,3847,10323,17,11,512,30,70,51,144,15737,104,1633,16481,7788,193,82,131,75,164,48,128,25,2337,163,1720,15946,1419,113,123,24,40,33,37,151,68,2766,2039,75,32,13,22,21,59,33,18,87
rno-let-7d-3p,3,5,3,50,3,4,2,33,50,10,41,29,3,2,37,56,95,43,9,28,4,16,27,13,1,3,0,16,1,68,29,8,15,8,26,5,37,1,10,14,21,2,10,7,6,28,6,53
rno-let-7d-5p,38,43,42,143,1,4,9,4,8,6,13,298,6,19,245,93,37,25,26,15,32,11,14,2,48,5,33,153,46,6,12,8,5,3,3,5,12,23,28,9,0,1,2,0,3,4,1,2
rno-let-7e-3p,3,4,1,11,1,1,0,2,3,0,5,7,0,1,15,17,0,3,0,2,0,0,4,1,2,0,2,11,1,0,0,1,0,1,0,1,0,2,3,0,0,0,0,1,1,2,1,3
rno-let-7e-5p,379,183,336,781,5,0,43,4,11,5,19,1305,8,150,1161,535,10,23,4,3,14,7,7,1,261,8,168,761,125,12,12,5,3,3,4,14,4,310,279,8,2,2,2,3,7,5,2,7
rno-let-7f-1-3p,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
rno-let-7f-2-3p,11,7,1,19,2,1,1,10,1,0,2,26,2,3,26,4,1,1,3,2,0,0,0,2,5,1,6,7,11,8,1,2,0,1,1,1,1,7,4,1,1,2,0,1,1,0,0,7
rno-let-7f-5p,6309,3302,9304,12185,59,54,636,199,165,52,162,27521,416,2677,27696,7993,195,209,79,136,288,167,166,68,7213,693,3450,9421,3630,219,329,61,103,49,119,185,112,8383,9777,451,115,54,84,86,190,201,101,421
rno-let-7g-3p,0,0,0,1,0,0,0,0,0,1,0,4,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
rno-let-7g-5p,233,161,441,1509,16,18,78,59,95,43,233,3612,24,326,2302,973,320,153,122,159,137,158,185,96,389,44,237,1970,321,213,151,127,78,53,77,210,169,561,523,244,104,15,39,85,129,151,81,234
rno-let-7i-3p,1,1,2,12,0,1,1,1,2,1,3,11,0,0,11,11,4,1,1,0,3,0,0,0,2,3,0,13,2,2,4,0,0,4,0,1,2,1,0,0,2,0,0,0,0,0,0,2
rno-let-7i-5p,3363,1721,9892,15125,141,238,690,937,647,360,1111,28469,202,2804,19845,9179,642,2361,1745,1039,1211,1040,1267,829,5658,497,6094,8966,3443,1138,855,777,559,630,798,1774,635,9392,9358,2342,719,355,1117,1218,878,1172,474,2266
rno-miR-1-3p,522,232,750,1146,1,1,57,1,3,2,13,2250,310,321,3291,491,0,2,2,2,18,1,12,2,661,85,588,562,256,0,2,2,0,3,1,29,1,3749,1175,20,0,1,1,0,30,2,4,7
rno-miR-1-5p,0,0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-100-3p,10,7,10,22,0,0,0,0,3,0,2,30,1,3,25,11,0,1,0,1,1,0,1,0,2,1,12,13,6,0,1,0,0,1,0,1,0,9,7,1,0,0,0,0,0,1,0,1
rno-miR-100-5p,1896,1109,1266,3856,25,22,174,35,97,29,178,5404,325,638,4332,2275,5,98,26,29,135,28,50,55,974,478,1204,1665,1149,10,26,21,13,62,24,267,26,1636,2940,75,12,21,20,9,87,32,27,97
rno-miR-101a-3p,4217,3274,5325,8183,269,255,430,611,598,276,815,26449,2118,2487,18729,4846,366,1241,466,555,554,438,779,480,8913,2522,7008,4426,10104,604,411,498,354,495,499,1468,583,7708,11134,793,422,251,441,353,910,541,401,1022
rno-miR-101a-5p,16,10,5,36,0,0,1,0,1,0,3,47,2,13,61,24,0,2,2,1,0,0,1,2,4,3,7,26,16,4,0,1,1,1,2,4,2,1,6,0,1,1,0,1,2,1,0,4
rno-miR-101b-3p,691,615,926,1546,160,227,87,825,491,424,474,4997,182,378,2224,891,1301,1166,319,819,163,732,566,336,1162,280,1199,957,1376,2051,481,394,368,355,405,523,652,1196,1746,443,394,124,642,324,416,746,308,952
rno-miR-101b-5p,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rno-miR-103-1-5p,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
rno-miR-103-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-103-3p,9767,4642,6277,16948,1054,1362,848,3928,1636,1402,2074,22856,222,2675,21123,10801,1709,4042,2673,1909,606,1712,2165,1590,3824,673,4978,7810,4551,2940,1644,1125,1428,1437,1923,1924,1597,5614,9918,1144,1221,482,2050,1284,874,1526,767,3059
rno-miR-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-106b-3p,26,20,48,66,3,6,1,8,6,12,30,131,3,17,112,57,4,6,58,4,7,4,12,13,19,8,47,38,21,11,6,10,3,6,6,28,6,48,57,46,4,4,9,33,9,9,4,18
rno-miR-106b-5p,11,9,2,35,4,12,3,15,47,9,69,43,6,5,48,24,53,21,24,12,8,23,19,14,7,2,3,34,19,31,20,26,15,17,16,16,22,4,5,19,16,8,8,8,7,20,9,25
rno-miR-107-3p,1279,595,887,2542,401,503,122,1550,660,567,854,3455,35,372,3288,1256,690,1708,976,737,262,710,846,634,506,114,621,875,736,1057,570,422,520,583,729,658,600,682,1412,439,431,193,836,490,321,554,265,1103
rno-miR-107-5p,1,0,0,4,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
rno-miR-10a-3p,6,4,1,6,10,1,2,11,12,6,3,14,1,2,19,6,1,10,6,16,14,6,19,4,3,0,5,3,2,7,1,12,3,4,10,13,1,10,8,6,8,4,4,1,27,4,11,23
rno-miR-10a-5p,57,37,116,248,27,12,10,16,52,18,24,557,80,82,365,169,22,91,9,69,129,38,30,42,109,49,102,179,121,22,20,29,20,40,25,148,40,162,261,115,41,27,13,7,179,52,77,95
rno-miR-10b-3p,18,6,8,42,1,4,3,3,6,2,2,44,0,4,63,18,2,3,1,1,0,2,0,4,6,0,7,16,6,4,3,3,4,0,0,3,0,10,19,1,2,0,7,0,3,4,0,11
rno-miR-10b-5p,14,14,46,96,0,1,3,1,2,1,0,181,50,32,152,51,0,1,1,3,3,4,1,2,42,50,61,68,44,1,0,0,0,0,2,3,4,99,104,0,0,0,2,0,2,1,2,2
rno-miR-1188-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1188-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1193-3p,1,2,0,4,0,0,0,0,0,0,0,3,0,1,5,6,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
rno-miR-1193-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1199-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1199-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-122-3p,0,0,0,0,2,8,0,8,50,46,9,2,0,0,0,0,98,11,6,35,1,18,55,6,0,0,0,0,0,132,5,14,32,30,11,11,11,0,0,13,14,3,10,4,12,11,17,17
rno-miR-122-5p,0,2,1,0,5,4,0,10,19,52,13,3,0,0,0,1,190,24,22,69,4,80,82,13,0,0,0,1,1,181,16,37,26,28,5,19,27,0,0,65,28,5,20,11,97,102,32,37
rno-miR-1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-122b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-124-3p,9,9,3,27,0,0,0,0,0,0,0,15,0,3,60,39,0,0,0,0,0,0,0,0,0,0,3,36,6,0,0,0,0,0,0,3,0,12,18,0,0,0,0,0,0,0,0,0
rno-miR-124-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
rno-miR-1247-3p,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1247-5p,1,1,0,12,1,1,0,4,3,9,2,12,0,2,5,17,36,1,0,5,0,7,5,1,0,0,5,3,2,39,1,0,9,2,3,0,1,0,1,0,3,0,1,1,0,1,3,3
rno-miR-1249,0,0,1,9,2,0,1,0,2,0,1,1,0,0,10,4,1,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
rno-miR-125a-3p,15,7,2,20,2,4,1,13,5,2,7,20,1,1,23,19,2,10,3,8,4,0,3,3,4,0,6,14,4,6,4,1,0,3,1,6,6,6,5,4,6,1,4,1,5,0,1,5
rno-miR-125a-5p,1051,591,841,9026,90,48,454,58,338,88,456,6046,311,771,8666,6668,81,385,48,427,345,161,232,163,816,412,947,5170,975,99,162,154,99,156,197,364,139,1251,1678,154,88,87,42,32,420,113,191,256
rno-miR-125b-1-3p,11,3,14,27,0,0,1,0,0,0,2,38,0,2,21,11,0,0,0,0,3,0,0,0,3,0,12,16,1,0,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,0,1
rno-miR-125b-2-3p,116,46,97,231,3,3,12,4,5,3,7,245,16,24,318,122,2,12,3,9,10,4,5,4,72,22,76,71,67,4,5,0,3,6,3,21,5,97,195,11,3,6,4,3,14,4,4,8
rno-miR-125b-5p,6258,3395,2869,44587,70,30,2003,30,425,48,500,31552,698,3518,38491,36264,86,332,36,128,256,68,80,74,2535,1318,2978,33163,4169,72,102,68,36,124,84,317,90,4201,5476,108,48,50,16,10,220,54,58,110
rno-miR-126a-3p,5350,2667,3707,10887,64,194,551,289,377,151,744,13865,122,2436,27141,8012,102,218,252,218,97,179,579,289,2161,385,2703,5542,2361,208,293,176,222,322,330,467,196,2991,4342,146,209,42,137,95,297,317,178,695
rno-miR-126a-5p,1434,1046,905,3379,129,440,140,572,990,232,1785,5252,118,487,9559,2696,240,364,408,277,121,291,1171,327,791,184,798,1750,818,422,496,437,634,853,491,801,486,666,1264,140,427,130,249,200,515,644,430,1309
rno-miR-126b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-127-3p,45,32,43,144,0,2,7,1,2,0,2,155,27,20,202,107,1,2,0,0,3,1,0,0,42,12,40,91,34,0,0,0,0,1,0,1,0,96,291,0,0,0,0,1,2,1,0,0
rno-miR-127-5p,6,0,2,10,0,0,0,0,0,0,0,5,0,2,10,4,0,0,0,0,0,0,0,1,3,4,3,3,5,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0
rno-miR-128-1-5p,2,0,0,1,0,1,0,1,0,0,0,0,0,1,3,3,0,3,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,1,1,0,2
rno-miR-128-2-5p,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-128-3p,1143,536,529,3048,916,1689,129,12444,4042,1314,4527,2988,46,382,5785,1644,4539,10110,3204,4476,839,2022,5481,1919,293,118,332,870,407,8288,2716,1902,2302,1226,2356,1441,3136,500,986,1225,3097,403,5928,2238,539,5209,1138,9313
rno-miR-129-1-3p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rno-miR-129-2-3p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rno-miR-129-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0
rno-miR-1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-1306-3p,1,0,0,2,1,0,0,0,1,1,0,3,0,0,8,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2
rno-miR-1306-5p,3,2,0,11,2,1,0,9,2,3,6,2,0,0,9,8,6,7,6,10,0,3,5,3,0,0,1,5,0,12,8,1,5,1,10,2,8,2,2,2,3,2,3,3,2,6,2,6
rno-miR-130a-3p,230,264,97,517,170,170,29,773,511,176,334,556,36,74,895,473,792,674,228,359,130,152,476,99,99,33,111,306,255,1233,328,225,304,270,282,329,261,80,129,119,224,97,320,109,236,320,136,633
rno-miR-130a-5p,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rno-miR-130b-3p,11,10,3,26,50,75,1,341,127,54,69,24,0,5,41,33,214,191,108,109,17,53,107,31,4,1,10,19,4,341,137,45,100,84,91,40,135,8,5,33,53,16,148,41,12,117,32,185
rno-miR-130b-5p,0,0,1,2,0,0,0,1,1,0,2,7,0,1,2,4,4,2,0,1,0,2,1,0,0,0,0,2,0,1,3,0,3,0,2,0,2,0,2,2,1,0,0,2,0,2,1,6
rno-miR-132-3p,124,42,23,126,17,17,9,88,17,24,14,232,0,17,126,101,51,77,15,47,12,31,26,21,36,2,19,65,15,114,41,12,40,11,33,18,41,56,85,13,31,10,35,16,25,31,18,66
rno-miR-132-5p,10,6,2,6,0,1,1,0,0,0,0,16,0,4,12,3,1,0,0,0,0,2,0,0,1,0,5,4,2,4,0,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0
rno-miR-133a-3p,17706,7554,14543,283166,201,116,13760,376,1248,56,2608,99875,1650,12532,421192,123377,16,1611,143,502,2339,227,701,710,21019,3117,17497,44962,10755,19,480,484,131,962,209,4521,178,30272,65648,1005,17,440,768,76,1561,60,529,255
rno-miR-133a-5p,36,30,52,395,2,0,17,1,5,0,11,653,19,101,1194,174,0,3,0,0,1,2,2,2,109,36,73,150,115,0,1,0,1,1,1,7,1,117,175,1,0,0,0,0,1,0,3,0
rno-miR-133b-3p,2231,860,1285,22663,8,3,1164,21,57,7,157,6999,156,940,38566,11239,0,62,3,13,59,5,27,20,1466,288,1415,3928,922,1,30,20,4,25,6,212,10,2332,4241,42,0,11,37,3,66,8,21,19
rno-miR-133b-5p,4,1,2,11,0,0,1,0,0,0,0,28,0,2,27,2,0,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0
rno-miR-133c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-134-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rno-miR-134-5p,2,1,1,8,0,1,0,1,0,1,0,7,0,0,7,5,0,1,0,1,0,1,1,0,1,0,5,14,1,2,3,1,0,0,0,0,1,2,4,1,0,0,0,0,1,0,1,0
rno-miR-135a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-135a-5p,2,1,1,0,0,0,0,0,0,0,0,4,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
rno-miR-135b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-135b-5p,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-136-3p,62,40,31,61,2,1,5,1,1,1,2,108,9,17,178,42,1,3,1,0,4,1,2,0,23,17,31,36,46,0,1,0,2,0,0,6,1,48,201,2,1,1,0,0,2,0,0,0
rno-miR-136-5p,34,20,7,36,0,0,1,0,0,0,0,63,6,19,105,25,0,0,0,0,0,0,0,0,9,4,14,25,16,0,0,0,0,0,0,3,0,23,100,0,0,0,0,0,2,0,0,1
rno-miR-137-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rno-miR-137-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-138-1-3p,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
rno-miR-138-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1
