miRNA,SRR18856083,SRR18856084,SRR18856085,SRR18856086,SRR18856087,SRR18856088,SRR18856089,SRR18856090,SRR18856091,SRR18856092,SRR18856093,SRR18856094,SRR18856095,SRR18856096,SRR18856097,SRR18856098,SRR18856099,SRR18856100,SRR18856101,SRR18856102,SRR18856103,SRR18856104,SRR18856105,SRR18856106,SRR18856107,SRR18856108,SRR18856109,SRR18856110,SRR18856111,SRR18856112,SRR18856113,SRR18856114,SRR18856115,SRR18856116,SRR18856117,SRR18856118,SRR18856119,SRR18856120,SRR18856121,SRR18856122,SRR18856123,SRR18856124,SRR18856125,SRR18856126,SRR18856127,SRR18856128,SRR18856129,SRR18856130
rno-miR-6216,1,0,0,0,14,6,0,17,8,10,0,1,0,0,0,0,5,9,6,15,3,10,5,6,0,0,0,1,0,9,74,7,8,7,18,3,57,0,1,1,4,2,9,7,1,6,6,25
rno-miR-628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rno-miR-6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6318,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
rno-miR-6319,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rno-miR-632,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6324,0,1,0,1,1,1,0,1,1,0,2,1,0,0,0,2,2,5,2,4,0,0,0,0,2,0,1,0,0,6,1,1,1,1,0,1,3,0,0,0,0,0,2,0,1,0,0,0
rno-miR-6325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6328,0,0,2,9,1,1,0,11,3,1,7,1,0,0,6,9,6,8,6,6,1,1,1,4,1,0,0,1,1,16,12,3,3,3,4,3,1,1,0,2,5,0,16,0,1,16,1,23
rno-miR-6329,0,0,1,2,0,0,0,3,1,0,1,6,0,0,3,0,2,0,1,1,0,1,0,1,6,0,2,0,2,3,2,1,1,0,1,1,0,4,5,3,2,1,1,0,0,1,0,3
rno-miR-6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6331,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
rno-miR-6332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-6334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-652-3p,234,89,162,769,28,43,41,148,94,52,106,801,2,93,697,626,66,155,128,75,70,61,77,45,101,9,134,503,75,106,89,59,50,54,76,98,68,238,320,108,60,25,108,77,52,83,40,150
rno-miR-652-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
rno-miR-653-3p,3,0,1,1,0,0,0,0,0,0,0,6,0,0,4,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0
rno-miR-653-5p,4,2,1,5,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
rno-miR-664-1-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-664-2-5p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-664-3p,2,0,0,30,0,4,0,0,6,0,2,6,0,0,30,22,12,0,0,2,2,6,0,0,0,0,2,14,0,10,2,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2,0,8
rno-miR-665,2,1,0,2,0,0,0,1,0,0,0,6,0,1,5,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
rno-miR-666-3p,1,1,2,4,0,0,0,0,0,0,0,3,0,0,12,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
rno-miR-666-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-667-3p,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rno-miR-667-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
rno-miR-671,4,3,4,36,2,3,1,5,3,5,4,12,0,1,32,18,7,9,4,3,0,3,2,0,2,0,5,10,2,7,0,2,3,4,2,0,4,1,10,1,2,0,3,0,1,4,1,10
rno-miR-672-3p,2,1,0,2,0,1,0,0,0,0,0,2,0,0,5,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rno-miR-672-5p,9,5,28,26,0,0,1,1,0,0,2,45,0,9,42,13,1,2,0,0,1,0,0,0,9,0,17,14,3,0,0,1,0,0,1,3,1,15,14,1,0,0,0,0,1,1,0,0
rno-miR-673-3p,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
rno-miR-673-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-674-3p,8,4,4,46,2,3,5,14,23,5,15,26,1,1,40,38,32,22,8,15,10,8,13,5,3,1,2,20,1,30,19,10,7,9,8,4,11,2,4,3,10,2,10,2,3,9,3,13
rno-miR-674-5p,2,0,0,1,1,0,1,0,0,1,0,4,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rno-miR-675-3p,1,1,0,7,0,0,1,0,1,1,1,3,0,0,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
rno-miR-675-5p,0,0,0,3,1,0,0,0,2,0,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
rno-miR-676,97,25,80,127,9,10,5,7,18,7,9,138,10,25,253,102,0,9,6,11,15,2,18,9,30,7,41,75,35,2,3,6,2,10,7,32,4,76,124,18,5,5,5,1,33,3,12,13
rno-miR-678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-702-3p,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,3,0,1,0,1,1,1,1,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
rno-miR-702-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-708-3p,8,3,5,8,2,0,2,0,0,0,0,25,5,2,5,1,0,1,0,0,0,0,0,1,8,5,5,7,14,0,0,0,0,2,1,2,0,6,14,0,0,0,0,0,0,0,0,0
rno-miR-708-5p,44,34,16,152,0,0,6,0,1,0,2,148,0,18,178,108,2,2,0,0,2,0,0,2,16,7,22,117,33,1,0,0,0,0,0,1,0,15,52,1,0,0,0,0,1,1,1,2
rno-miR-709,7,5,0,12,10,11,2,3,30,7,10,21,0,5,4,7,6,12,2,5,21,6,8,3,4,0,3,5,5,6,20,2,5,7,4,7,26,2,4,2,1,3,1,1,14,8,3,8
rno-miR-711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-741-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-741-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-742-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rno-miR-742-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-743a-3p,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0
rno-miR-743a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-743b-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-743b-5p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rno-miR-7578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-758-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-758-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-760-3p,0,0,0,0,1,1,0,4,1,2,0,1,0,0,0,2,0,9,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1,0,2,0,3,2,0,0,1,1,1,0,1,2,0,1
rno-miR-760-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-764-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-764-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-770-3p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rno-miR-770-5p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-7a-1-3p,66,28,15,137,23,38,6,160,87,47,66,193,2,30,166,87,106,156,68,110,18,51,64,51,17,7,15,74,22,123,86,48,56,56,64,37,107,10,38,33,65,15,112,30,26,78,26,158
rno-miR-7a-2-3p,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,1,2,1,0,2,1,0,0,0,0,0,0,11,3,0,3,0,6,0,1,0,0,0,3,0,2,0,3,3,1,2
rno-miR-7a-5p,21,7,16,21,0,1,0,1,1,2,2,70,7,16,84,16,3,0,2,2,0,2,2,0,35,1,15,26,15,3,4,0,2,0,2,2,6,72,42,3,10,0,0,4,2,6,2,6
rno-miR-7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-802-3p,0,0,1,0,0,1,0,3,2,2,0,1,0,0,1,0,6,0,0,3,0,1,3,0,0,0,0,0,0,8,0,4,2,3,3,0,0,0,1,1,1,1,1,0,0,2,2,1
rno-miR-802-5p,2,0,0,0,8,20,0,27,43,71,6,0,0,1,0,0,100,26,31,93,1,56,100,12,0,0,0,0,0,180,8,42,81,59,18,13,8,0,2,7,32,3,20,19,34,65,50,36
rno-miR-871-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-871-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-872-3p,5,5,5,31,0,0,2,3,5,1,11,34,0,6,55,12,7,7,3,5,1,3,1,2,4,0,6,30,6,5,1,2,1,1,3,1,5,3,7,3,3,0,4,6,2,5,0,8
rno-miR-872-5p,163,123,100,307,37,68,15,239,128,64,139,428,6,64,536,247,130,230,179,111,71,73,240,53,53,9,75,176,74,227,71,85,109,72,71,113,86,104,171,96,118,40,119,97,79,162,53,309
rno-miR-873-3p,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
rno-miR-873-5p,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
rno-miR-874-3p,26,8,11,91,12,8,4,14,23,12,11,61,0,8,85,76,9,14,1,8,6,7,10,11,5,2,15,37,12,9,21,9,16,10,29,15,14,20,30,8,10,4,2,5,16,11,12,31
rno-miR-874-5p,2,2,2,4,1,0,0,0,0,0,0,6,0,0,9,5,1,0,0,0,0,2,1,0,2,1,0,5,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
rno-miR-875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rno-miR-878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-879-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-879-5p,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
rno-miR-880-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-880-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-881-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-881-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-883-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-883-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-92a-1-5p,16,7,6,4,2,0,0,0,1,0,0,24,0,7,27,6,1,0,0,0,0,0,0,2,1,1,5,1,7,1,0,0,0,3,0,1,1,14,13,0,1,0,1,2,1,1,0,3
rno-miR-92a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-92a-3p,1193,440,1271,3563,2924,4815,187,21980,6893,4277,6662,3008,140,387,5496,3638,7678,18492,9301,10993,2762,6542,10099,4802,626,136,919,1581,528,14504,6983,4695,5878,4073,9514,4400,5999,1776,2536,8008,8503,2382,18523,8496,3238,14020,4148,25254
rno-miR-92b-3p,9,6,6,77,45,44,3,145,81,68,41,24,0,6,68,89,89,108,47,71,20,69,64,32,2,0,4,33,6,137,43,27,66,25,66,16,50,11,22,36,58,14,91,42,21,46,31,118
rno-miR-92b-5p,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rno-miR-93-3p,3,1,2,12,4,4,0,20,14,3,12,16,0,2,15,14,31,25,11,27,5,27,8,16,2,0,4,8,3,40,27,14,22,17,38,7,25,9,15,16,25,1,17,10,5,29,13,44
rno-miR-93-5p,1396,677,1394,1570,1158,1547,75,3680,1273,1407,2675,3709,33,581,2874,1897,1369,3110,5892,1902,1237,2049,4148,1550,578,76,1298,1038,644,2871,1628,2547,2104,2235,2796,3826,2507,1731,1157,3443,2078,904,2350,2963,1516,2692,1268,4528
rno-miR-935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rno-miR-96-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-96-5p,1,2,0,12,0,0,0,0,0,0,0,8,1,3,23,2,0,1,0,0,0,0,0,0,4,0,5,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
rno-miR-98-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-98-5p,160,89,526,670,2,6,43,18,11,9,23,1351,19,151,1531,419,13,37,50,19,23,23,46,26,385,39,392,301,176,21,31,14,21,7,19,50,21,650,782,80,23,5,25,28,30,37,17,70
rno-miR-99a-3p,163,111,58,104,0,0,4,1,1,1,2,277,14,39,204,85,0,1,1,0,1,2,1,0,45,22,76,60,86,0,1,1,0,0,0,3,0,76,86,0,1,1,0,1,2,1,1,0
rno-miR-99a-5p,12674,6814,7490,24529,103,81,1212,94,289,122,635,37454,1139,4051,25870,14084,82,357,99,140,443,108,252,191,5071,2732,7344,10473,7630,128,74,108,69,140,81,1173,75,7909,13784,356,89,87,58,38,448,87,165,249
rno-miR-99b-3p,23,12,35,65,1,1,3,3,3,6,2,60,1,9,83,42,0,4,1,5,3,3,5,0,14,4,14,23,13,4,1,1,2,2,5,6,2,31,34,6,1,2,3,0,7,3,2,2
rno-miR-99b-5p,34,12,72,655,5,3,35,4,39,18,66,573,36,58,565,398,21,53,9,34,41,16,15,26,83,43,90,426,99,10,31,17,19,16,32,64,37,128,177,38,22,16,8,4,43,20,14,47
rno-miR-9a-3p,0,0,0,3,0,0,0,0,0,0,6,0,0,0,24,15,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0
rno-miR-9a-5p,77,60,73,183,0,0,15,2,7,3,11,264,27,39,615,308,0,7,3,0,4,8,17,5,101,17,87,113,73,6,0,3,6,3,0,18,0,365,424,2,0,0,0,0,9,5,6,0
rno-miR-9b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rno-miR-9b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
